"name","career_id","importance","category","sources"
"Version Control Systems","backend","AVG","TOOL","roadmap"
"Versioning Strategies","backend","LOW","CONCEPT","roadmap"
"Video game Engines","backend","LOW","TOOL","roadmap"
"View Routes","backend","LOW","CONCEPT","roadmap"
"Views","backend","LOW","CONCEPT","roadmap"
"views.py","backend","LOW","CONCEPT","roadmap"
"Vim","backend","AVG","TOOL","roadmap"
"Virtual envs","backend","LOW","CONCEPT","roadmap"
"Virtual Methods","backend","LOW","CONCEPT","roadmap"
"Virtual Threads","backend","LOW","CONCEPT","roadmap"
"Visibility Modifiers","backend","LOW","CONCEPT","roadmap"
"Vitest","backend","AVG","FRAMEWORK","roadmap"
"void Pointers","backend","LOW","CONCEPT","roadmap"
"VS Code","backend","AVG","TOOL","roadmap"
"WAL-G","backend","LOW","CONCEPT","roadmap"
"wasm-bindgen","backend","LOW","CONCEPT","roadmap"
"wasm-pack","backend","LOW","CONCEPT","roadmap"
"Web Development","backend","LOW","CONCEPT","roadmap"
"Web Frameworks","backend","LOW","FRAMEWORK","roadmap"
"Web Security","backend","AVG","CONCEPT","roadmap"
"Web Servers","backend","LOW","CONCEPT","roadmap"
"WebApplicationFactory","backend","LOW","TESTING","roadmap"
"WebAssembly (WASM)","backend","LOW","CONCEPT","roadmap"
"WebSockets","backend","AVG","PROTOCOL","roadmap"
"What different items mean","backend","LOW","CONCEPT","roadmap"
"Whitenoise","backend","LOW","CONCEPT","roadmap"
"Wildcard Query","backend","LOW","CONCEPT","roadmap"
"Window Functions","backend","LOW","DATABASE","roadmap"
"Worker Pools","backend","LOW","CONCEPT","roadmap"
"Working with Databases","backend","LOW","DATABASE","roadmap"
"Working with Files","backend","AVG","CONCEPT","roadmap"
"Working with Libraries","backend","LOW","LIBRARY","roadmap"
"Working with Strings","backend","AVG","CONCEPT","roadmap"
"Workload-Dependant Tuning","backend","LOW","CONCEPT","roadmap"
"Writing Async Code","backend","LOW","CONCEPT","roadmap"
"XAMPP","backend","LOW","CONCEPT","roadmap"
"Xdebug","backend","LOW","CONCEPT","roadmap"
"XUnit","backend","LOW","TESTING","roadmap"
"YARD","backend","LOW","CONCEPT","roadmap"
"YARP","backend","LOW","CONCEPT","roadmap"
"Yii","backend","LOW","FRAMEWORK","roadmap"
"Your First Project","backend","LOW","CONCEPT","roadmap"
"Zabbix","backend","AVG","PLATFORM","roadmap"
"Zero Values","backend","LOW","CONCEPT","roadmap"
"ZIO Streams","backend","LOW","CONCEPT","roadmap"
"ZIO Test","backend","LOW","TESTING","roadmap"
"@if","data-science","AVG","CONCEPT","roadmap"
"A/B Testing","data-science","LOW","TESTING","roadmap"
"Access Control","data-science","LOW","CONCEPT","roadmap"
"Actor-Critic Methods","data-science","LOW","CONCEPT","roadmap"
"Advanced DAX","data-science","LOW","CONCEPT","roadmap"
"Advanced Visuals","data-science","LOW","CONCEPT","roadmap"
"AI Agents","data-science","LOW","CONCEPT","roadmap"
"AI Assisted Coding Tools","data-science","LOW","CONCEPT","roadmap"
"AI Engineer vs ML Engineer","data-science","LOW","CONCEPT","roadmap"
"AI Engineering","data-science","LOW","CONCEPT","roadmap"
"AI Safety and Ethics","data-science","LOW","CONCEPT","roadmap"
"AI vs AGI","data-science","LOW","CONCEPT","roadmap"
"Amazon EC2 ( Compute)","data-science","LOW","CONCEPT","roadmap"
"Amazon Redshift","data-science","LOW","DATABASE","roadmap"
"Anomaly Detection","data-science","LOW","CONCEPT","roadmap"
"Anthropic Claude","data-science","LOW","CONCEPT","roadmap"
"Apache Kafka","data-science","AVG","TOOL","roadmap"
"Arithmetic","data-science","AVG","CONCEPT","roadmap"
"Attention Mechanisms","data-science","LOW","CONCEPT","roadmap"
"Audio Processing","data-science","LOW","CONCEPT","roadmap"
"Authentication vs Authorization","data-science","LOW","PROTOCOL","roadmap"
"Autoencoders","data-science","LOW","CONCEPT","roadmap"
"AVERAGE","data-science","LOW","CONCEPT","roadmap"
"AWS","data-science","HIGH","PLATFORM","market-verified|roadmap"
"AWS / Azure / GCP","data-science","LOW","PLATFORM","roadmap"
"AWS CDK","data-science","AVG","CONCEPT","roadmap"
"AWS SNS","data-science","LOW","CONCEPT","roadmap"
"AWS SQS","data-science","LOW","CONCEPT","roadmap"
"Azure Blob Storage","data-science","LOW","CONCEPT","roadmap"
"Azure SQL Database","data-science","LOW","DATABASE","roadmap"
"Azure Virtual Machines","data-science","LOW","CONCEPT","roadmap"
"Back Propagation","data-science","LOW","CONCEPT","roadmap"
"Bash","data-science","LOW","PLATFORM","roadmap"
"Basic Machine Learning","data-science","LOW","CONCEPT","roadmap"
"Basic Syntax","data-science","AVG","CONCEPT","roadmap"
"Basics of Probability","data-science","LOW","CONCEPT","roadmap"
"Beyond Linear Regression","data-science","LOW","CONCEPT","roadmap"
"BI Tools","data-science","LOW","CONCEPT","roadmap"
"Bias and Fairness","data-science","LOW","CONCEPT","roadmap"
"Big Data Tools","data-science","LOW","CONCEPT","roadmap"
"BigTable","data-science","LOW","CONCEPT","roadmap"
"Boxplot","data-science","LOW","CONCEPT","roadmap"
"Building AI Agents","data-science","LOW","CONCEPT","roadmap"
"Building an MCP Client","data-science","LOW","CONCEPT","roadmap"
"Building an MCP Server","data-science","LOW","CONCEPT","roadmap"
"Business Intelligence","data-science","HIGH","CONCEPT","market-verified|roadmap"
"Calculated Fields & Measures","data-science","LOW","CONCEPT","roadmap"
"Calculus","data-science","LOW","CONCEPT","roadmap"
"CAP Theorem","data-science","AVG","CONCEPT","roadmap"
"Cassandra","data-science","AVG","DATABASE","roadmap"
"Casting Types","data-science","LOW","CONCEPT","roadmap"
"Census","data-science","LOW","CONCEPT","roadmap"
"Central Tendency","data-science","LOW","CONCEPT","roadmap"
"Certifications","data-science","LOW","CONCEPT","roadmap"
"Chain rule of derivation","data-science","LOW","CONCEPT","roadmap"
"Chart Categories","data-science","LOW","CONCEPT","roadmap"
"Chroma","data-science","LOW","CONCEPT","roadmap"
"Chunking","data-science","LOW","CONCEPT","roadmap"
"CI/CD","data-science","AVG","CONCEPT","roadmap"
"Classification","data-science","LOW","CONCEPT","roadmap"
"Claude Agent SDK","data-science","LOW","CONCEPT","roadmap"
"Claude Code","data-science","AVG","CONCEPT","roadmap"
"Claude Messages API","data-science","LOW","CONCEPT","roadmap"
"Cleanup","data-science","LOW","CONCEPT","roadmap"
"Closed Models","data-science","LOW","CONCEPT","roadmap"
"Cloud Computing","data-science","HIGH","PLATFORM","market-verified|roadmap"
"Cloud SQL (Database)","data-science","LOW","CONCEPT","roadmap"
"Cloud-native ML Services","data-science","LOW","PLATFORM","roadmap"
"Cluster Computing Basics","data-science","LOW","CONCEPT","roadmap"
"Clustering","data-science","AVG","CONCEPT","roadmap"
"CML","data-science","LOW","CONCEPT","roadmap"
"Codex","data-science","LOW","CONCEPT","roadmap"
"Coding","data-science","LOW","CONCEPT","roadmap"
"Cohere","data-science","LOW","CONCEPT","roadmap"
"Cohort Analysis","data-science","LOW","CONCEPT","roadmap"
"Collaboration","data-science","LOW","CONCEPT","roadmap"
"Collection","data-science","LOW","CONCEPT","roadmap"
"Column","data-science","LOW","CONCEPT","roadmap"
"Common Terminology","data-science","LOW","CONCEPT","roadmap"
"Communication & Storytelling","data-science","LOW","CONCEPT","roadmap"
"Comparison","data-science","AVG","CONCEPT","roadmap"
"Compute Engine (Compute)","data-science","LOW","CONCEPT","roadmap"
"CONCAT","data-science","LOW","CONCEPT","roadmap"
"conda","data-science","LOW","CONCEPT","roadmap"
"Conducting adversarial testing","data-science","LOW","CONCEPT","roadmap"
"Confidence Intervals","data-science","LOW","TESTING","roadmap"
"Connect to Local Server","data-science","LOW","CONCEPT","roadmap"
"Connect to Remote Server","data-science","LOW","CONCEPT","roadmap"
"Connection Modes","data-science","LOW","CONCEPT","roadmap"
"Constraining outputs and inputs","data-science","LOW","CONCEPT","roadmap"
"Containerization","data-science","AVG","PLATFORM","market-legacy|roadmap"
"Containers & Orchestration","data-science","LOW","PLATFORM","roadmap"
"Content Moderation APIs","data-science","LOW","CONCEPT","roadmap"
"Context and Filtering","data-science","LOW","CONCEPT","roadmap"
"Context Engineering","data-science","LOW","CONCEPT","roadmap"
"Convolution","data-science","LOW","CONCEPT","roadmap"
"Convolutional Neural Network","data-science","LOW","CONCEPT","roadmap"
"Core Components","data-science","LOW","CONCEPT","roadmap"
"Core LLM Elements","data-science","LOW","CONCEPT","roadmap"
"Correlation & Covariance","data-science","LOW","CONCEPT","roadmap"
"Correlation Analysis","data-science","LOW","CONCEPT","roadmap"
"Correlation Matrix","data-science","LOW","CONCEPT","roadmap"
"CoT","data-science","LOW","CONCEPT","roadmap"
"CouchDB","data-science","AVG","DATABASE","roadmap"
"COUNT","data-science","LOW","CONCEPT","roadmap"
"Cross-tabulation","data-science","LOW","CONCEPT","roadmap"
"CSV","data-science","LOW","CONCEPT","roadmap"
"Cursor","data-science","AVG","CONCEPT","roadmap"
"DALL-E API","data-science","LOW","CONCEPT","roadmap"
"Dashboards","data-science","LOW","CONCEPT","roadmap"
"Data & Infrastructure","data-science","LOW","CONCEPT","roadmap"
"Data Analytics","data-science","LOW","CONCEPT","roadmap"
"Data Classification","data-science","LOW","CONCEPT","roadmap"
"Data Cleaning","data-science","LOW","CONCEPT","roadmap"
"Data Collection","data-science","LOW","CONCEPT","roadmap"
"Data Engineering Fundamentals","data-science","LOW","CONCEPT","roadmap"
"Data Engineering Lifecycle","data-science","LOW","CONCEPT","roadmap"
"Data Fabric","data-science","LOW","CONCEPT","roadmap"
"Data Factory (ETL)","data-science","LOW","CONCEPT","roadmap"
"Data Formats","data-science","LOW","CONCEPT","roadmap"
"Data Hub","data-science","LOW","CONCEPT","roadmap"
"Data Ingestion Architecture","data-science","LOW","CONCEPT","roadmap"
"Data Lake","data-science","LOW","CONCEPT","roadmap"
"Data Lakes & Warehouses","data-science","LOW","CONCEPT","roadmap"
"Data Lineage","data-science","LOW","CONCEPT","roadmap"
"Data Manipulation Libraries","data-science","LOW","LIBRARY","roadmap"
"Data Mart","data-science","LOW","CONCEPT","roadmap"
"Data Masking","data-science","LOW","CONCEPT","roadmap"
"Data Mesh","data-science","LOW","CONCEPT","roadmap"
"Data Modeling for BI","data-science","LOW","CONCEPT","roadmap"
"Data Normalization","data-science","LOW","CONCEPT","roadmap"
"Data Obfuscation","data-science","LOW","CONCEPT","roadmap"
"Data Pipelines","data-science","LOW","CONCEPT","roadmap"
"Data Source Types","data-science","LOW","CONCEPT","roadmap"
"Data Sources","data-science","AVG","CONCEPT","roadmap"
"Data Structures","data-science","AVG","CONCEPT","roadmap"
"Data Structures and Algorithms","data-science","AVG","CONCEPT","roadmap"
"Data Transformation Techniques","data-science","LOW","CONCEPT","roadmap"
"Data Types","data-science","AVG","CONCEPT","roadmap"
"Data Visualisation","data-science","LOW","CONCEPT","roadmap"
"Data Visualisation Libraries","data-science","LOW","LIBRARY","roadmap"
"Data Warehouse","data-science","LOW","CONCEPT","roadmap"
"Data Warehousing Architectures","data-science","LOW","CONCEPT","roadmap"
"Database Fundamentals","data-science","AVG","DATABASE","roadmap"
"Databases (SQL, No-SQL)","data-science","LOW","CONCEPT","roadmap"
"Databricks Delta Lake","data-science","LOW","CONCEPT","roadmap"
"Dataflow","data-science","LOW","CONCEPT","roadmap"
"DATEDIF","data-science","LOW","CONCEPT","roadmap"
"dbt","data-science","LOW","CONCEPT","roadmap"
"Deep Learning","data-science","HIGH","CONCEPT","market-verified|roadmap"
"Deep Learning (Optional)","data-science","LOW","CONCEPT","roadmap"
"Deep Learning Libraries","data-science","LOW","LIBRARY","roadmap"
"Deep-Q Networks","data-science","LOW","CONCEPT","roadmap"
"DeepSeek","data-science","LOW","CONCEPT","roadmap"
"Derivatives, Partial Derivatives","data-science","LOW","CONCEPT","roadmap"
"Descriptive Analysis","data-science","LOW","CONCEPT","roadmap"
"Descriptive Analytics","data-science","LOW","CONCEPT","roadmap"
"Descriptive Statistics","data-science","LOW","CONCEPT","roadmap"
"Determinants, inverse of Matrix","data-science","LOW","CONCEPT","roadmap"
"Development Tools","data-science","AVG","CONCEPT","roadmap"
"Diagnostic Analytics","data-science","LOW","CONCEPT","roadmap"
"Dictionaries","data-science","LOW","CONCEPT","roadmap"
"Dimensionality Reduction","data-science","LOW","CONCEPT","roadmap"
"Discrete Mathematics","data-science","LOW","CONCEPT","roadmap"
"Discrete vs Continuous","data-science","LOW","CONCEPT","roadmap"
"Dispersion","data-science","LOW","CONCEPT","roadmap"
"Distributed Systems Basics","data-science","LOW","CONCEPT","roadmap"
"Distribution","data-science","LOW","CONCEPT","roadmap"
"Docker","data-science","HIGH","PLATFORM","market-verified|roadmap"
"Document","data-science","LOW","CONCEPT","roadmap"
"dplyr","data-science","LOW","CONCEPT","roadmap"
"Dropping vs. Imputing","data-science","LOW","CONCEPT","roadmap"
"Econometrics","data-science","LOW","CONCEPT","roadmap"
"Edge AI","data-science","LOW","CONCEPT","roadmap"
"Eigenvalues, Diagonalization","data-science","LOW","CONCEPT","roadmap"
"Elastic Search","data-science","AVG","DATABASE","roadmap"
"ElasticNet Regularization","data-science","LOW","CONCEPT","roadmap"
"Embedding","data-science","LOW","CONCEPT","roadmap"
"Embedding Models","data-science","LOW","CONCEPT","roadmap"
"Embeddings","data-science","LOW","LANGUAGE","roadmap"
"Encoding Categories","data-science","LOW","CONCEPT","roadmap"
"Encryption","data-science","AVG","CONCEPT","roadmap"
"End-to-end Analytics Project","data-science","LOW","CONCEPT","roadmap"
"Essential libraries","data-science","LOW","LIBRARY","roadmap"
"Ethical Data Use","data-science","LOW","CONCEPT","roadmap"
"ETL basics","data-science","LOW","CONCEPT","roadmap"
"ETL Process","data-science","LOW","CONCEPT","roadmap"
"ETL Tools","data-science","LOW","CONCEPT","roadmap"
"Evaluation Types","data-science","LOW","CONCEPT","roadmap"
"Excel","data-science","LOW","CONCEPT","roadmap"
"Exceptions","data-science","AVG","CONCEPT","roadmap"
"Exclusive","data-science","LOW","CONCEPT","roadmap"
"Explainable AI","data-science","LOW","CONCEPT","roadmap"
"Exploratory Data Analysis","data-science","LOW","CONCEPT","roadmap"
"Exploratory Data Analysis (EDA)","data-science","LOW","CONCEPT","roadmap"
"FAISS","data-science","LOW","LIBRARY","roadmap"
"Feature Engineering","data-science","LOW","CONCEPT","roadmap"
"Feature Scaling & Normalization","data-science","LOW","CONCEPT","roadmap"
"Few-Shot","data-science","LOW","CONCEPT","roadmap"
"Finance","data-science","LOW","CONCEPT","roadmap"
"Fine-tuning","data-science","LOW","CONCEPT","roadmap"
"Flink","data-science","LOW","CONCEPT","roadmap"
"Floats","data-science","AVG","CONCEPT","roadmap"
"Formatting and filtering","data-science","LOW","CONCEPT","roadmap"
"Forward / Backward Fill","data-science","LOW","CONCEPT","roadmap"
"Forward propagation","data-science","LOW","CONCEPT","roadmap"
"Function Calling","data-science","AVG","TOOL","roadmap"
"Function Families","data-science","LOW","CONCEPT","roadmap"
"Functions & Methods","data-science","AVG","CONCEPT","roadmap"
"Functions, Builtin Functions","data-science","LOW","CONCEPT","roadmap"
"Gemini","data-science","AVG","CONCEPT","roadmap"
"Gemini Embedding","data-science","LOW","CONCEPT","roadmap"
"Generation","data-science","LOW","CONCEPT","roadmap"
"Generative Adversarial Networks","data-science","LOW","CONCEPT","roadmap"
"Geospatial Analysis","data-science","LOW","CONCEPT","roadmap"
"ggplot2","data-science","LOW","LIBRARY","roadmap"
"Git","data-science","AVG","TOOL","roadmap"
"Git and GitHub","data-science","LOW","CONCEPT","roadmap"
"GitHub","data-science","AVG","TOOL","roadmap"
"GitHub Actions","data-science","AVG","TOOL","roadmap"
"GItLab","data-science","LOW","CONCEPT","roadmap"
"Go","data-science","HIGH","LANGUAGE","market-verified|roadmap"
"Google ADK","data-science","LOW","CONCEPT","roadmap"
"Google BigQuery","data-science","LOW","CONCEPT","roadmap"
"Google Cloud Storage","data-science","LOW","CONCEPT","roadmap"
"Google Colab","data-science","LOW","CONCEPT","roadmap"
"Google Deployment  Mgr.","data-science","LOW","CONCEPT","roadmap"
"Google Gemini","data-science","LOW","CONCEPT","roadmap"
"Google Gemini APi","data-science","LOW","CONCEPT","roadmap"
"Governance","data-science","LOW","CONCEPT","roadmap"
"Gradient, Jacobian, Hessian","data-science","LOW","CONCEPT","roadmap"
"Graph","data-science","AVG","CONCEPT","roadmap"
"GRU","data-science","LOW","CONCEPT","roadmap"
"Hadoop Ecosystem","data-science","LOW","CONCEPT","roadmap"
"Haystack","data-science","LOW","CONCEPT","roadmap"
"HBase","data-science","LOW","CONCEPT","roadmap"
"HDFS","data-science","LOW","CONCEPT","roadmap"
"Hierarchical","data-science","LOW","CONCEPT","roadmap"
"Hightouch","data-science","LOW","CONCEPT","roadmap"
"Histogram","data-science","AVG","CONCEPT","roadmap"
"How LLMs Work","data-science","AVG","CONCEPT","roadmap"
"Hugging Face","data-science","LOW","CONCEPT","roadmap"
"Hugging Face Hub","data-science","LOW","CONCEPT","roadmap"
"Hugging Face Inference SDK","data-science","LOW","CONCEPT","roadmap"
"Hugging Face Models","data-science","LOW","CONCEPT","roadmap"
"Hugging Face Tasks","data-science","LOW","CONCEPT","roadmap"
"Hybrid","data-science","LOW","CONCEPT","roadmap"
"Hypothesis Testing","data-science","LOW","TESTING","roadmap"
"Image Generation","data-science","LOW","CONCEPT","roadmap"
"Image Recognition","data-science","LOW","CONCEPT","roadmap"
"Impact on Product Development","data-science","LOW","CONCEPT","roadmap"
"Implementing RAG","data-science","LOW","CONCEPT","roadmap"
"Indexing Embeddings","data-science","LOW","CONCEPT","roadmap"
"Inference","data-science","LOW","CONCEPT","roadmap"
"Inferential Statistics","data-science","LOW","CONCEPT","roadmap"
"Infrastructure as Code","data-science","AVG","CONCEPT","roadmap"
"Infrastructure as Code - IaC","data-science","AVG","CONCEPT","market-legacy|roadmap"
"Input Format","data-science","LOW","CONCEPT","roadmap"
"integers","data-science","AVG","CONCEPT","roadmap"
"Integrations","data-science","LOW","CONCEPT","roadmap"
"Interactive Visualization","data-science","LOW","CONCEPT","roadmap"
"Interactivity","data-science","LOW","CONCEPT","roadmap"
"IoT","data-science","HIGH","CONCEPT","market-verified|roadmap"
"IQR","data-science","LOW","CONCEPT","roadmap"
"isnull, isna","data-science","LOW","CONCEPT","roadmap"
"Java","data-science","HIGH","LANGUAGE","market-verified|roadmap"
"Jenkins","data-science","AVG","TOOL","roadmap"
"Jina","data-science","LOW","CONCEPT","roadmap"
"Job Preparation","data-science","LOW","CONCEPT","roadmap"
"Job Scheduling","data-science","LOW","CONCEPT","roadmap"
"JupyterLab","data-science","LOW","CONCEPT","roadmap"
"K-Means Clustering","data-science","LOW","CONCEPT","roadmap"
"K-Nearest Neighbors (KNN)","data-science","LOW","CONCEPT","roadmap"
